user_id,item_id,Action
7131610,29419077,purchased
7131610,58991390,purchased
7131610,16362488,added_to_cart
7131610,88882180,viewed
7131610,84610084,added_to_cart
7131610,32866167,viewed
7131610,51243969,viewed
7131610,20451141,viewed
7131610,56982991,added_to_cart
7131610,64911239,purchased
7131610,80016802,added_to_cart
7131610,45463847,purchased
7131610,29740318,added_to_cart
7131610,72463597,added_to_cart
7131610,87195048,purchased
7131610,95002503,purchased
7131610,32595412,purchased
7131610,67759348,viewed
6787791,93042919,added_to_cart
6787791,81205115,viewed
6787791,24718532,viewed
6787791,64911239,purchased
6787791,73480722,purchased
6787791,24718532,purchased
6787791,36798889,purchased
6787791,45464537,added_to_cart
6787791,70209384,purchased
6787791,23678640,purchased
6787791,84394019,viewed
6787791,26379426,purchased
6787791,78795666,added_to_cart
6787791,57504711,added_to_cart
6787791,54583755,purchased
6787791,83094283,purchased
6787791,47980766,added_to_cart
6787791,30972778,added_to_cart
6787791,13576134,added_to_cart
6787791,45769017,added_to_cart
6787791,72471797,purchased
6787791,38556624,purchased
6787791,66271489,added_to_cart
6787791,35768989,purchased
6787791,91911443,added_to_cart
6787791,18306285,purchased
6787791,52200164,purchased
6787791,21603717,purchased
6787791,87195048,viewed
6787791,56916352,added_to_cart
6787791,84394019,viewed
6787791,86928480,purchased
700414,72280796,viewed
700414,25926670,purchased
700414,23303587,viewed
700414,50572450,purchased
700414,50183092,purchased
700414,11611604,viewed
700414,56240291,viewed
700414,32641109,added_to_cart
700414,74730874,purchased
700414,77519573,purchased
700414,91457724,added_to_cart
700414,16181676,purchased
700414,91876483,purchased
700414,97144007,purchased
700414,52174731,purchased
700414,83087316,purchased
700414,13214080,added_to_cart
700414,14820823,viewed
700414,80736416,purchased
700414,99045781,purchased
700414,73252897,purchased
700414,13753041,purchased
700414,40040359,added_to_cart
700414,55636732,added_to_cart
700414,63312657,purchased
700414,85960575,purchased
700414,44384309,added_to_cart
700414,28483913,added_to_cart
700414,19624207,purchased
700414,59317626,viewed
700414,14720696,added_to_cart
3427652,75201918,viewed
3427652,14916544,purchased
3427652,61703410,added_to_cart
3427652,35096965,added_to_cart
3427652,37357101,viewed
3427652,21498864,viewed
3427652,27607240,viewed
3427652,30551853,purchased
3427652,77887569,purchased
3427652,26976692,added_to_cart
3427652,20451141,purchased
3427652,18553860,added_to_cart
3427652,27828639,viewed
3427652,24813305,purchased
3427652,16941434,added_to_cart
3427652,84782594,added_to_cart
3427652,75542512,added_to_cart
3427652,64509648,purchased
3427652,26976692,purchased
3427652,14523982,purchased
3427652,78919120,purchased
3427652,49045268,purchased
3427652,32575973,viewed
3427652,43709488,added_to_cart
3637904,43709488,viewed
3637904,51243969,viewed
3637904,14440816,purchased
3637904,62714424,added_to_cart
3637904,62471164,viewed
3637904,42452934,added_to_cart
3637904,46327460,purchased
3637904,99819244,purchased
3637904,20189932,purchased
3637904,48989535,purchased
3637904,64681084,viewed
3637904,97144007,purchased
3637904,65412241,purchased
3637904,21675394,purchased
3637904,79196953,purchased
3637904,62714424,purchased
3637904,16701562,viewed
3637904,91265679,purchased
3637904,66564205,viewed
3637904,40955274,purchased
3637904,72471797,added_to_cart
3637904,72471797,purchased
3637904,96061812,added_to_cart
3637904,64790113,purchased
3637904,34521199,viewed
3637904,23678640,purchased
3637904,36459478,added_to_cart
3637904,78186078,viewed
3637904,23678640,purchased
3637904,99192085,viewed
3637904,46249807,purchased
3637904,90567637,viewed
3637904,15045695,added_to_cart
3637904,99096991,viewed
3637904,32686974,purchased
3637904,83676868,purchased
8495777,70836839,viewed
8495777,24662147,viewed
8495777,22635384,added_to_cart
8495777,72471797,viewed
8495777,81553234,added_to_cart
8495777,23533934,viewed
8495777,60785620,purchased
8495777,67916577,purchased
8495777,38791307,viewed
8495777,25992447,purchased
8495777,73402506,purchased
8495777,66263382,purchased
8495777,56916352,added_to_cart
8495777,27256444,added_to_cart
8495777,97658791,purchased
8495777,34126471,viewed
8495777,83676868,purchased
8495777,36408223,viewed
8495777,18306285,viewed
8495777,60822672,viewed
8495777,74217313,purchased
8495777,33478157,purchased
8495777,92158594,viewed
8495777,37324753,purchased
8495777,84610084,purchased
2191916,91876483,purchased
2191916,49168889,viewed
2191916,66562698,added_to_cart
2191916,19308548,viewed
2191916,66564205,purchased
2191916,71814057,added_to_cart
2191916,66263382,purchased
2191916,52844501,added_to_cart
2191916,89987654,purchased
2191916,87901319,viewed
2191916,24662147,added_to_cart
2191916,72471797,purchased
2191916,67759348,purchased
2191916,15045695,purchased
2191916,56240291,added_to_cart
2191916,85960575,viewed
2191916,81355274,viewed
2191916,63362584,purchased
2191916,16254540,added_to_cart
2191916,36902447,added_to_cart
2191916,80880744,purchased
2191916,19007293,added_to_cart
2191916,39661360,purchased
2191916,19334834,added_to_cart
2191916,61521634,added_to_cart
2191916,20153807,viewed
2191916,56511249,purchased
2191916,71182183,added_to_cart
2191916,53408967,added_to_cart
2191916,22995904,purchased
2191916,87858999,purchased
2191916,59990848,added_to_cart
2191916,53408967,added_to_cart
2191916,90686706,added_to_cart
2191916,87195048,viewed
2191916,91876483,purchased
642024,97786032,purchased
642024,28483913,viewed
642024,39661360,purchased
642024,65196098,added_to_cart
642024,78919120,purchased
642024,78919120,purchased
642024,66271489,viewed
642024,47809062,purchased
642024,57479021,viewed
642024,91457724,viewed
642024,86928480,added_to_cart
642024,34569913,purchased
642024,19334834,viewed
642024,38971803,purchased
642024,52200164,purchased
642024,34569913,viewed
642024,15605395,purchased
642024,26476670,purchased
642024,71182183,viewed
642024,34569913,added_to_cart
642024,25813886,purchased
642024,93706178,added_to_cart
642024,72027396,added_to_cart
642024,24627351,purchased
642024,31166567,purchased
642024,37357101,purchased
642024,72375655,purchased
642024,80878126,viewed
642024,57286383,purchased
642024,86132631,viewed
642024,64820932,added_to_cart
9274949,63262690,added_to_cart
9274949,93042919,viewed
9274949,27256444,purchased
9274949,18537947,purchased
9274949,39411478,purchased
9274949,91390307,added_to_cart
9274949,42452934,purchased
9274949,13576134,added_to_cart
9274949,56499664,viewed
9274949,18925216,purchased
9274949,48989535,purchased
9274949,32412422,purchased
9274949,23700144,added_to_cart
9274949,84467244,purchased
9274949,55636732,added_to_cart
9274949,25992447,purchased
9274949,21498864,viewed
9274949,69990996,viewed
9274949,90387017,added_to_cart
9274949,88600039,purchased
9274949,35096965,added_to_cart
9274949,73153054,added_to_cart
9274949,77630753,added_to_cart
9274949,47809062,added_to_cart
9274949,32412422,purchased
9274949,62363980,added_to_cart
9274949,22611398,viewed
9274949,15163698,purchased
9274949,50894986,purchased
9274949,13753041,viewed
9274949,33413338,purchased
9274949,56712196,purchased
9274949,64366003,purchased
9274949,24718532,added_to_cart
9274949,77593896,purchased
9274949,64509648,purchased
9274949,66826580,purchased
9274949,60178863,purchased
9274949,34569913,purchased
9274949,13753041,added_to_cart
9274949,35304031,purchased
9274949,51540637,viewed
9274949,20189932,added_to_cart
9274949,51755900,viewed
9274949,93065880,viewed
9274949,33578571,purchased
8314849,97285553,purchased
8314849,65878321,added_to_cart
8314849,36408223,purchased
8314849,78468664,purchased
8314849,72027396,purchased
8314849,56995127,added_to_cart
8314849,28483913,purchased
8314849,78851876,purchased
8314849,79196953,added_to_cart
8314849,70802143,purchased
8314849,14207843,purchased
8314849,72215070,added_to_cart
8314849,65412241,purchased
8314849,66846491,added_to_cart
8314849,99491536,purchased
8314849,56499664,purchased
8314849,62232937,purchased
8314849,79669222,viewed
8314849,15125919,purchased
7845538,52200164,purchased
7845538,93065880,purchased
7845538,13753041,purchased
7845538,39661360,viewed
7845538,23303587,purchased
7845538,37841913,purchased
7845538,88103510,purchased
7845538,77519573,added_to_cart
7845538,32641109,purchased
7845538,20153807,purchased
7845538,56982991,added_to_cart
7845538,48315944,purchased
7845538,43463222,purchased
7845538,72463597,viewed
7845538,17505005,purchased
7845538,13659649,purchased
7845538,36996007,added_to_cart
7845538,49923790,purchased
7845538,79063772,purchased
7845538,97842051,viewed
7845538,93065880,purchased
7845538,30000199,purchased
7845538,29081095,added_to_cart
7845538,73480722,purchased
7845538,15163698,purchased
7845538,33478157,purchased
7845538,97184960,viewed
7845538,57561979,purchased
7845538,98837132,purchased
7845538,72633252,purchased
7845538,15563424,added_to_cart
7845538,72027396,added_to_cart
3344587,43349440,added_to_cart
3344587,13977758,added_to_cart
3344587,90686706,purchased
3344587,94503556,added_to_cart
3344587,96306908,purchased
3344587,61740916,purchased
3344587,44483547,purchased
3344587,69485116,purchased
3344587,28483913,added_to_cart
3344587,67091210,added_to_cart
3344587,54644761,added_to_cart
3344587,19915192,viewed
3344587,51908480,purchased
3344587,48315944,added_to_cart
3344587,59317626,purchased
3344587,79669222,added_to_cart
3344587,36996007,purchased
3344587,33578571,added_to_cart
3344587,78194039,viewed
3344587,73760582,viewed
3344587,16941434,purchased
3344587,33246649,added_to_cart
3344587,93706178,viewed
3344587,38971803,viewed
3344587,23303587,purchased
3344587,99491536,purchased
3344587,58206280,purchased
3344587,84738041,added_to_cart
3344587,35416375,purchased
3344587,16181676,viewed
3344587,37790067,added_to_cart
3344587,15518484,added_to_cart
3344587,97658791,added_to_cart
3344587,26001218,added_to_cart
3344587,30636680,added_to_cart
3344587,73547295,added_to_cart
3344587,74527901,purchased
3344587,16701562,purchased
3344587,52460777,purchased
3344587,12062003,added_to_cart
3344587,58696490,viewed
3344587,81928456,purchased
8097700,70550897,added_to_cart
8097700,20451141,added_to_cart
8097700,56712196,purchased
8097700,41845349,viewed
8097700,18451333,purchased
8097700,79957536,added_to_cart
8097700,43320640,viewed
8097700,54529865,added_to_cart
8097700,78071139,viewed
8097700,67203181,purchased
8097700,44982471,added_to_cart
8097700,18451333,purchased
8097700,99273743,viewed
8097700,22995904,purchased
8097700,38635363,viewed
8097700,13659649,viewed
8097700,37324753,purchased
8097700,69669631,purchased
8097700,84467244,added_to_cart
8097700,75672112,viewed
8097700,87858999,purchased
8097700,33836770,added_to_cart
8097700,60822672,viewed
8097700,14207843,purchased
8097700,45463847,purchased
8097700,52844501,purchased
8097700,32575973,viewed
8097700,46528302,purchased
8097700,84421283,purchased
8097700,38635363,purchased
8097700,32050095,added_to_cart
8097700,75542512,purchased
8097700,55849809,viewed
8097700,63488030,viewed
8097700,43709488,purchased
8097700,86928480,purchased
8097700,79669222,viewed
8097700,78314504,purchased
1910841,36996007,added_to_cart
1910841,36996007,purchased
1910841,84706858,purchased
1910841,36800797,added_to_cart
1910841,16759552,added_to_cart
1910841,20966208,purchased
1910841,41845349,viewed
1910841,80736416,purchased
1910841,59294677,viewed
1910841,32575973,added_to_cart
1910841,89994251,added_to_cart
1910841,46249807,purchased
1910841,27607240,purchased
1910841,24392396,viewed
1910841,26073709,purchased
1910841,37289036,added_to_cart
1910841,41041774,purchased
1910841,78468664,viewed
1910841,37841913,purchased
1910841,56262947,added_to_cart
1910841,14238359,viewed
1910841,49831753,purchased
1910841,15163698,purchased
1910841,91911443,purchased
1910841,22995904,viewed
1910841,51540637,purchased
1910841,45464537,purchased
1910841,59294677,viewed
1910841,69669631,purchased
1910841,75201918,viewed
1910841,94503556,added_to_cart
1910841,96616274,purchased
1910841,88801377,viewed
1910841,62363980,purchased
1910841,13977758,added_to_cart
1910841,95145573,viewed
1910841,91658539,purchased
1910841,25992447,purchased
1910841,81553234,added_to_cart
1910841,13764869,purchased
1910841,58459944,viewed
1910841,38972333,purchased
1910841,63488030,added_to_cart
1910841,96896134,added_to_cart
1910841,20959373,viewed
1910841,59137787,purchased
1910841,64790113,purchased
1910841,81768132,added_to_cart
1910841,37357101,purchased
1910841,13764869,purchased
747799,42794621,viewed
747799,20189932,purchased
747799,24813305,viewed
747799,39661360,purchased
747799,14820823,viewed
747799,80101212,purchased
747799,89107500,added_to_cart
747799,22995904,purchased
747799,99045781,viewed
747799,24662147,purchased
747799,13576134,added_to_cart
747799,70209384,viewed
747799,94241940,added_to_cart
747799,71218149,purchased
747799,46080865,purchased
747799,42088829,viewed
747799,49059786,purchased
747799,64727559,added_to_cart
747799,80336441,added_to_cart
747799,29631386,viewed
747799,90686706,purchased
747799,37357101,added_to_cart
747799,81205115,purchased
747799,38972333,added_to_cart
747799,82990951,purchased
747799,19915192,viewed
747799,63207315,viewed
747799,94241940,added_to_cart
747799,30439818,added_to_cart
747799,75557975,purchased
747799,88882180,viewed
747799,71872363,purchased
7768924,51826841,added_to_cart
7768924,43463222,added_to_cart
7768924,44004218,purchased
7768924,76991726,purchased
7768924,52844501,purchased
7768924,74527901,purchased
7768924,90857766,viewed
7768924,74217313,added_to_cart
7768924,55450654,purchased
7768924,93217219,purchased
7768924,45463847,viewed
7768924,95942177,purchased
7768924,12062003,added_to_cart
7768924,41095884,purchased
7768924,45769017,viewed
7768924,97144007,added_to_cart
7768924,96112903,purchased
7768924,21603717,purchased
7768924,86132631,purchased
7768924,57580752,purchased
7768924,26995862,added_to_cart
7768924,66562698,added_to_cart
7768924,61740916,viewed
7768924,95747851,added_to_cart
7768924,29081095,purchased
7768924,51069732,purchased
7768924,97144007,purchased
7768924,88882180,viewed
7768924,45833797,viewed
7768924,78468664,purchased
7768924,64820932,viewed
7768924,19070377,viewed
7768924,67203181,purchased
7768924,27607240,purchased
7768924,42088829,purchased
7768924,96060130,purchased
682122,18353942,purchased
682122,79063772,purchased
682122,13716442,added_to_cart
682122,13606502,viewed
682122,96367444,viewed
682122,73610806,viewed
682122,33020478,added_to_cart
682122,68851518,purchased
682122,25813886,purchased
682122,96367444,purchased
682122,77630753,purchased
682122,41387586,viewed
682122,77593896,purchased
682122,13683461,added_to_cart
682122,93435879,purchased
682122,66620900,purchased
682122,57076864,purchased
682122,69529360,purchased
682122,17505005,viewed
682122,62952698,purchased
682122,59990848,added_to_cart
682122,97144007,purchased
682122,64353782,purchased
682122,96306908,viewed
682122,88093855,purchased
682122,63656042,viewed
682122,66846491,purchased
682122,26037172,purchased
682122,25219545,purchased
682122,32866167,purchased
682122,15655250,purchased
682122,64366003,purchased
682122,94503556,purchased
682122,51755900,purchased
682122,95942177,viewed
3043347,31628026,purchased
3043347,84610084,added_to_cart
3043347,13683461,added_to_cart
3043347,93859371,purchased
3043347,70550897,added_to_cart
3043347,41041774,purchased
3043347,24813305,added_to_cart
3043347,93065880,added_to_cart
3043347,45769017,added_to_cart
3043347,48392686,purchased
3043347,56177215,added_to_cart
3043347,19007293,purchased
3043347,83308641,added_to_cart
3043347,68518880,purchased
3043347,39930044,purchased
3043347,72215070,viewed
3043347,45252170,purchased
3043347,51908480,viewed
3043347,96367444,purchased
3043347,81928456,added_to_cart
3043347,75557975,added_to_cart
3043347,62363980,added_to_cart
3043347,62363980,purchased
3043347,25232433,added_to_cart
3040192,53704540,purchased
3040192,16701562,purchased
3040192,16941434,purchased
3040192,26037172,added_to_cart
3040192,15518484,purchased
3040192,98996211,added_to_cart
3040192,47703630,viewed
3040192,72942517,added_to_cart
3040192,33478157,purchased
3040192,15518484,purchased
3040192,81174803,purchased
3040192,29004523,viewed
3040192,98628085,added_to_cart
3040192,32704637,purchased
3040192,83972694,added_to_cart
3040192,49059786,viewed
3040192,78314504,purchased
3040192,35304031,viewed
3040192,59990848,viewed
3040192,90686706,purchased
3040192,23778577,purchased
3040192,36881214,purchased
3040192,14126816,purchased
3040192,89987654,viewed
8607652,37357101,added_to_cart
8607652,51755900,added_to_cart
8607652,52844501,purchased
8607652,30439818,purchased
8607652,83972694,added_to_cart
8607652,38972333,purchased
8607652,57076864,viewed
8607652,94483942,purchased
8607652,56262947,viewed
8607652,75201918,viewed
8607652,95942177,purchased
8607652,82102751,purchased
8607652,41017074,viewed
8607652,91390307,viewed
8607652,57580752,added_to_cart
8607652,46800477,added_to_cart
8607652,80878126,added_to_cart
8607652,76501264,added_to_cart
8607652,15212998,viewed
8607652,64715020,purchased
8607652,12441305,purchased
8607652,77593896,viewed
8607652,78186078,viewed
8607652,51908480,purchased
8607652,50001685,viewed
8607652,74217313,added_to_cart
8607652,66879305,viewed
8607652,19334834,purchased
8607652,12441305,added_to_cart
8607652,51755900,added_to_cart
8607652,86132631,added_to_cart
8607652,41133523,viewed
8607652,82990951,purchased
8607652,38971803,viewed
8607652,96060130,viewed
8607652,71009168,viewed
8607652,32595412,purchased
8607652,12615878,added_to_cart
8607652,41482236,viewed
8607652,63262690,purchased
8607652,22825853,added_to_cart
8607652,85944441,purchased
8607652,22560400,added_to_cart
8607652,59317626,viewed
8607652,45769017,added_to_cart
8607652,96896134,purchased
8607652,18537947,purchased
8607652,99775805,purchased
6596847,51243969,purchased
6596847,95228941,purchased
6596847,96517412,purchased
6596847,32866167,added_to_cart
6596847,39661360,purchased
6596847,33020478,purchased
6596847,98453270,added_to_cart
6596847,41845349,viewed
6596847,30636680,purchased
6596847,95747851,viewed
6596847,77519573,viewed
6596847,96616274,purchased
6596847,25151902,added_to_cart
6596847,13417110,purchased
6596847,83094283,added_to_cart
6596847,54560351,purchased
6596847,99096991,viewed
6596847,96367444,viewed
6596847,34521199,viewed
6596847,93231491,purchased
6596847,19382308,added_to_cart
6596847,13977758,purchased
6596847,49923790,purchased
6596847,52739872,purchased
6596847,30644775,viewed
6596847,65768593,purchased
6596847,14983258,added_to_cart
6596847,73858488,purchased
6596847,56177215,purchased
6596847,94230620,added_to_cart
6596847,85919475,purchased
6596847,80139272,purchased
6596847,15163698,added_to_cart
6596847,23985239,purchased
6596847,27436653,purchased
6562934,56511249,added_to_cart
6562934,78071139,purchased
6562934,64820932,added_to_cart
6562934,25813886,added_to_cart
6562934,29740318,added_to_cart
6562934,96367444,purchased
6562934,15518484,added_to_cart
6562934,62654217,viewed
6562934,28885892,purchased
6562934,66765655,purchased
6562934,83113843,viewed
6562934,82467292,purchased
6562934,63352741,added_to_cart
6562934,13716442,viewed
6562934,11746009,viewed
6562934,16759552,purchased
6562934,15045695,added_to_cart
6562934,57076864,purchased
6562934,41041774,purchased
6562934,16701562,viewed
6562934,82123201,added_to_cart
6562934,56982991,added_to_cart
6562934,96896134,added_to_cart
6562934,94089229,added_to_cart
6562934,61703410,purchased
6562934,22635384,purchased
6562934,75703340,viewed
6562934,27256444,purchased
6562934,82529590,viewed
6562934,53704540,viewed
6562934,73454524,purchased
6562934,99045781,purchased
6562934,94016033,viewed
6562934,90567637,purchased
6562934,68851518,added_to_cart
6562934,41845349,purchased
6562934,46101565,purchased
6562934,93435879,viewed
6562934,26431727,viewed
6562934,37790067,viewed
6562934,73858488,added_to_cart
6562934,24662147,viewed
6562934,31166567,viewed
1416802,63068017,added_to_cart
1416802,77522643,viewed
1416802,77887569,purchased
1416802,29873462,viewed
1416802,29081095,added_to_cart
1416802,75672112,viewed
1416802,41004646,purchased
1416802,51243969,added_to_cart
1416802,32686974,purchased
1416802,50183092,purchased
1416802,58459944,viewed
1416802,64681084,purchased
1416802,92788182,purchased
1416802,92950656,purchased
1416802,40955274,added_to_cart
1416802,36800797,viewed
1416802,24813305,purchased
1416802,66846491,purchased
1416802,16941434,purchased
1416802,99451017,purchased
9255517,28885892,viewed
9255517,88600039,viewed
9255517,63362584,purchased
9255517,66562698,added_to_cart
9255517,87439362,purchased
9255517,62952698,added_to_cart
9255517,42452934,viewed
9255517,97345261,added_to_cart
9255517,19688900,added_to_cart
9255517,94241940,viewed
9255517,41482236,purchased
9255517,20230130,purchased
9255517,66765655,purchased
9255517,46101565,viewed
9255517,97786032,purchased
9255517,79536857,viewed
9255517,13683461,purchased
9255517,56177215,purchased
9255517,27828639,added_to_cart
9255517,20966208,viewed
9255517,98453270,purchased
9255517,79760813,purchased
9255517,31166567,purchased
9255517,50572450,purchased
9255517,56177215,purchased
9255517,16113805,purchased
9255517,30551853,viewed
9255517,22995904,viewed
9255517,32575973,added_to_cart
9255517,32595412,added_to_cart
9255517,38556624,purchased
9255517,32866167,purchased
9255517,97144007,purchased
9255517,14200701,viewed
9255517,41600930,added_to_cart
9255517,72375655,viewed
9255517,53704540,purchased
9255517,57076864,viewed
9255517,66562698,added_to_cart
9255517,79957536,purchased
9255517,90686706,purchased
9255517,21698159,purchased
9255517,80878126,viewed
9255517,79669222,added_to_cart
9255517,41736627,purchased
9255517,91721247,added_to_cart
9255517,59058335,viewed
9255517,57341144,purchased
9255517,86132631,viewed
9255517,98628085,purchased
6292745,86720844,purchased
6292745,18537947,added_to_cart
6292745,77593896,purchased
6292745,69689086,viewed
6292745,21941851,added_to_cart
6292745,30551853,purchased
6292745,25992447,added_to_cart
6292745,36881214,viewed
6292745,27828639,purchased
6292745,38972333,viewed
6292745,71182183,purchased
6292745,27438531,added_to_cart
6292745,58398745,purchased
6292745,62232937,viewed
6292745,28169030,purchased
6292745,59446643,added_to_cart
6292745,74730874,purchased
6292745,69529360,purchased
6292745,78791552,purchased
6292745,23533934,purchased
6292745,66765655,purchased
6292745,65680546,added_to_cart
6292745,74217313,added_to_cart
6292745,20702337,purchased
6292745,67916577,added_to_cart
6292745,61967273,viewed
6292745,78542947,purchased
6292745,33413338,purchased
6292745,50001685,purchased
6292745,63312657,viewed
6292745,64125553,viewed
6292745,41956454,viewed
6292745,13683461,viewed
6292745,51755900,viewed
6292745,56511249,added_to_cart
7812651,28169030,purchased
7812651,30000199,viewed
7812651,63362584,viewed
7812651,93217219,purchased
7812651,59192675,added_to_cart
7812651,57561979,added_to_cart
7812651,51908480,added_to_cart
7812651,78314504,viewed
7812651,92788182,added_to_cart
7812651,15518484,purchased
7812651,20926980,added_to_cart
7812651,80336441,purchased
7812651,84610084,purchased
7812651,79669222,viewed
7812651,23568376,added_to_cart
7812651,60277046,added_to_cart
7812651,54134908,purchased
7812651,79957536,added_to_cart
7812651,35471215,added_to_cart
7812651,46249807,purchased
7812651,80201009,purchased
7812651,41133523,purchased
7812651,56712196,purchased
7812651,77519573,purchased
7812651,59446643,added_to_cart
7812651,11746009,purchased
7812651,36902447,purchased
7812651,23303587,purchased
7812651,70550897,viewed
7812651,33413338,viewed
7812651,54529865,added_to_cart
7812651,91883542,viewed
7812651,99451017,purchased
7812651,81928456,purchased
7812651,18306285,purchased
7812651,33861736,purchased
7812651,61740916,purchased
7812651,92158594,purchased
8593772,68738795,purchased
8593772,43320640,added_to_cart
8593772,30636680,purchased
8593772,70763957,purchased
8593772,19070377,viewed
8593772,38972333,purchased
8593772,92950656,added_to_cart
8593772,26804141,added_to_cart
8593772,51243969,added_to_cart
8593772,80336441,added_to_cart
8593772,39930044,added_to_cart
8593772,13157472,added_to_cart
8593772,73402506,purchased
8593772,92788182,purchased
8593772,39411478,purchased
8593772,72637953,added_to_cart
8593772,88580569,purchased
8593772,26995862,purchased
8593772,72280796,purchased
8593772,26379426,viewed
8593772,62654217,added_to_cart
8593772,38791307,purchased
8593772,75230515,purchased
8593772,72471797,added_to_cart
8593772,77519573,viewed
8593772,35471215,added_to_cart
8593772,79456262,purchased
8593772,97833678,purchased
8593772,10823003,purchased
8593772,94503556,viewed
8593772,41095884,viewed
8593772,78919120,viewed
8593772,23985239,purchased
8593772,53077678,purchased
8593772,66263382,purchased
8593772,56708150,viewed
8593772,89987654,added_to_cart
8593772,57286383,viewed
8593772,41095884,added_to_cart
8593772,52739872,purchased
8593772,93042919,purchased
8593772,72027396,added_to_cart
9220357,23985239,purchased
9220357,30551853,purchased
9220357,22635384,purchased
9220357,69937595,added_to_cart
9220357,27275190,viewed
9220357,66879305,purchased
9220357,87858999,added_to_cart
9220357,81768132,purchased
9220357,95228941,purchased
9220357,59345542,added_to_cart
9220357,36800797,added_to_cart
9220357,55450654,purchased
9220357,59192675,purchased
9220357,26995862,purchased
9220357,50275889,purchased
9220357,87281197,added_to_cart
9220357,69485116,viewed
9220357,30644775,purchased
9220357,29419077,added_to_cart
9220357,81355274,added_to_cart
9220357,55636732,viewed
9220357,51069732,purchased
9220357,75201918,purchased
9220357,20099296,purchased
9220357,52460777,viewed
9220357,79496904,purchased
9220357,59137787,purchased
9220357,49045268,viewed
6887536,33105999,purchased
